Port,Protocol,Service,Category,Risk,Description
477,TCP,ss7ns,Infrastructure,Low,ss7ns
478,TCP,spsc,Infrastructure,Low,spsc
479,TCP,iafserver,Infrastructure,Low,iafserver
480,TCP,iafdbase,Infrastructure,Low,iafdbase
481,TCP,Ph-service,Infrastructure,Low,Ph service
482,TCP,bgs-nsi,Infrastructure,Low,bgs-nsi
483,TCP,ulpnet,Infrastructure,Low,ulpnet
484,TCP,Integra-Software-Management-Environment,Infrastructure,Low,Integra Software Management Environment
485,TCP,Air-Soft-Power-Burst,Infrastructure,Low,Air Soft Power Burst
486,TCP,avian,Infrastructure,Low,avian
487,TCP,saft-Simple-Asynchronous-File-Transfer,FileTransfer,Medium,saft Simple Asynchronous File Transfer
488,TCP,gss-HTTP,Web,Medium,gss-HTTP
489,TCP,nest-protocol,Infrastructure,Low,nest-protocol
490,TCP,micom-pfs,Infrastructure,Low,micom-pfs
491,TCP,go-login,Infrastructure,Low,go-login
492,TCP,Transport-Independent-Convergence-for-FNA,Infrastructure,Low,Transport Independent Convergence for FNA
493,TCP,Transport-Independent-Convergence-for-FNA,Infrastructure,Low,Transport Independent Convergence for FNA
494,TCP,POV-Ray,Infrastructure,Low,POV-Ray
495,TCP,intecourier,Infrastructure,Low,intecourier
496,TCP,PIM-RP-DISC,Infrastructure,Low,PIM-RP-DISC
497,TCP,dantz,Infrastructure,Low,dantz
498,TCP,siam,Infrastructure,Low,siam
499,TCP,ISO-ILL-Protocol,Infrastructure,Low,ISO ILL Protocol
500,TCP / UDP,ISAKMP,VPN,Medium,VPN key exchange
501,TCP,STMF,Infrastructure,Low,STMF
502,TCP,asa-appl-proto,Infrastructure,Low,asa-appl-proto
503,TCP,Intrinsa,Infrastructure,Low,Intrinsa
504,TCP,citadel,Infrastructure,Low,citadel
505,TCP,mailbox-lm,Infrastructure,Low,mailbox-lm
506,TCP,ohimsrv,Infrastructure,Low,ohimsrv
507,TCP,crs,Infrastructure,Low,crs
508,TCP,xvttp,Infrastructure,Low,xvttp
509,TCP,snare,Infrastructure,Low,snare
510,TCP,FirstClass-Protocol,Infrastructure,Low,FirstClass Protocol
511,TCP,PassGo,Infrastructure,Low,PassGo
512,TCP,Remote-process-execution,Infrastructure,Low,Remote process execution
513,TCP,Remote-Login,Infrastructure,Low,Remote Login
514,TCP / UDP,Syslog,Logging,Low,System logging
515,TCP,LPD,Legacy,Low,Printer service
516,TCP,videotex,Infrastructure,Low,videotex
517,TCP,like-tenex-link-but-across,Infrastructure,Low,like tenex link but across
518,TCP,talkd,Infrastructure,Low,talkd
519,TCP,unixtime,Infrastructure,Low,unixtime
520,TCP / UDP,RIP,Infrastructure,Low,Routing protocol
521,TCP,ripng,Infrastructure,Low,ripng
522,TCP,User-Location-Service-ULP,Infrastructure,Low,User Location Service / ULP
523,TCP,IBM-DB2,Database,Medium,IBM-DB2
524,TCP,NCP,Infrastructure,Low,NCP
525,TCP,timeserver,Infrastructure,Low,timeserver
526,TCP,newdate,Infrastructure,Low,newdate
527,TCP,Stock-IXChange,Infrastructure,Low,Stock IXChange
528,TCP,Customer-IXChange,Infrastructure,Low,Customer IXChange
529,TCP,IRC-SERV,C2,High,IRC-SERV
530,TCP,rpc,Windows,High,rpc
531,TCP,chat,Infrastructure,Low,chat
532,TCP,readnews,Infrastructure,Low,readnews
533,TCP,for-emergency-broadcasts,Infrastructure,Low,for emergency broadcasts
534,TCP,MegaMedia-Admin,Infrastructure,Low,MegaMedia Admin
535,TCP,iiop,Infrastructure,Low,iiop
536,TCP,opalis-rdv,Infrastructure,Low,opalis-rdv
537,TCP,Networked-Media-Streaming-Protocol,Infrastructure,Low,Networked Media Streaming Protocol
538,TCP,gdomap,Infrastructure,Low,gdomap
539,TCP,Apertus-Technologies-Load-Determination,Infrastructure,Low,Apertus Technologies Load Determination
540,TCP,uucpd,Infrastructure,Low,uucpd
541,TCP,uucp-rlogin,Infrastructure,Low,uucp-rlogin
542,TCP,commerce,Infrastructure,Low,commerce
543,TCP,kerberos,Infrastructure,Low,kerberos (v4/v5)
544,TCP,krcmd,Infrastructure,Low,krcmd
545,TCP,appleqtcsrvr,Infrastructure,Low,appleqtcsrvr
546,TCP,DHCPv6-Client,Infrastructure,Low,DHCPv6 Client
547,TCP,DHCPv6-Server,Infrastructure,Low,DHCPv6 Server
548,TCP,AppleShare-AFP-over-TCP,Infrastructure,Low,AppleShare AFP over TCP
549,TCP,IDFP,Infrastructure,Low,IDFP
550,TCP,new-who,Infrastructure,Low,new-who
551,TCP,cybercash,Infrastructure,Low,cybercash
552,TCP,deviceshare,Infrastructure,Low,deviceshare
553,TCP,pirp,Infrastructure,Low,pirp
554,TCP,Real-Time-Stream-Control-Protocol,Infrastructure,Low,Real Time Stream Control Protocol
555,TCP,phAse-Zero-backdoor-dsf,Infrastructure,Low,"phAse Zero backdoor (Win 9x, NT) / dsf"
556,TCP,rfs-server,Infrastructure,Low,rfs server
557,TCP,openvms-sysipc,Infrastructure,Low,openvms-sysipc
558,TCP,SDNSKMP,Infrastructure,Low,SDNSKMP
559,TCP,TEEDTAP-BackdoorDomwis-Win32-trojan,Infrastructure,Low,TEEDTAP / Backdoor.Domwis Win32 trojan
560,TCP,rmonitord,C2,High,rmonitord
561,TCP,monitor,C2,High,monitor
562,TCP,chcmd,Infrastructure,Low,chcmd
563,TCP,AOL-IM-NNTP-protocol-over-TLS-SSL,Infrastructure,Low,AOL IM / NNTP protocol over TLS/SSL
564,TCP,plan-9-file-service,Infrastructure,Low,plan 9 file service
565,TCP,whoami,Infrastructure,Low,whoami
566,TCP,streettalk,Infrastructure,Low,streettalk
567,TCP,banyan-rpc,Windows,High,banyan-rpc
568,TCP,microsoft-shuttle,Windows,High,microsoft shuttle
569,TCP,microsoft-rome,Windows,High,microsoft rome
570,TCP,demon,Infrastructure,Low,demon
571,TCP,udemon,Infrastructure,Low,udemon
572,TCP,sonar,Infrastructure,Low,sonar
573,TCP,banyan-vip,Infrastructure,Low,banyan-vip
574,TCP,FTP-Software-Agent-System,FileTransfer,Medium,FTP Software Agent System
575,TCP,VEMMI,Infrastructure,Low,VEMMI
576,TCP,ipcd,Infrastructure,Low,ipcd
577,TCP,vnas,Infrastructure,Low,vnas
578,TCP,ipdd,Infrastructure,Low,ipdd
579,TCP,decbsrv,Infrastructure,Low,decbsrv
580,TCP,SNTP-HEARTBEAT,Infrastructure,Low,SNTP HEARTBEAT
581,TCP,Bundle-Discovery-Protocol,Infrastructure,Low,Bundle Discovery Protocol
582,TCP,SCC-Security,Infrastructure,Low,SCC Security
583,TCP,Philips-Video-Conferencing,Infrastructure,Low,Philips Video-Conferencing
584,TCP,Key-Server,Infrastructure,Low,Key Server
585,TCP,IMAP4+SSL,Infrastructure,Low,IMAP4+SSL
586,TCP,Password-Change,Infrastructure,Low,Password Change
587,TCP,SMTP-Submission,Email,Low,Mail submission
588,TCP,CAL,Infrastructure,Low,CAL
589,TCP,EyeLink,Infrastructure,Low,EyeLink
590,TCP,TNS-CML,Infrastructure,Low,TNS CML
591,TCP,FileMaker-Inc---HTTP-Alternate,Web,Medium,FileMaker Inc. - HTTP Alternate
592,TCP,Eudora-Set,Infrastructure,Low,Eudora Set
593,TCP,HTTP-RPC-Ep-Map,Windows,High,HTTP RPC Ep Map
594,TCP,TPIP,Infrastructure,Low,TPIP
595,TCP,CAB-Protocol,Infrastructure,Low,CAB Protocol
596,TCP,SMSD,Infrastructure,Low,SMSD
597,TCP,PTC-Name-Service,Infrastructure,Low,PTC Name Service
598,TCP,SCO-Web-Server-Manager-3,Web,Medium,SCO Web Server Manager 3
599,TCP,Aeolon-Core-Protocol,Infrastructure,Low,Aeolon Core Protocol
600,TCP,Sun-IPC-server,Infrastructure,Low,Sun IPC server
606,TCP,Cray-Unified-Resource-Manager,Infrastructure,Low,Cray Unified Resource Manager
607,TCP,nqs,Infrastructure,Low,nqs
608,TCP,Sender-Initiated-Unsolicited-File-Transfer,FileTransfer,Medium,Sender-Initiated/Unsolicited File Transfer
609,TCP,npmp-trap,Infrastructure,Low,npmp-trap
610,TCP,Apple-Admin-Service-npmp-local,Infrastructure,Low,Apple Admin Service / npmp-local
611,TCP,npmp-gui,Infrastructure,Low,npmp-gui
612,TCP,HMMP-Indication,Infrastructure,Low,HMMP Indication
613,TCP,HMMP-Operation,Infrastructure,Low,HMMP Operation
614,TCP,SSLshell,Infrastructure,Low,SSLshell
615,TCP,Internet-Configuration-Manager,Infrastructure,Low,Internet Configuration Manager
616,TCP,SCO-System-Administration-Server,Infrastructure,Low,SCO System Administration Server
617,TCP,SCO-Desktop-Administration-Server,Infrastructure,Low,SCO Desktop Administration Server
618,TCP,DEI-ICDA,Infrastructure,Low,DEI-ICDA
619,TCP,Digital-EVM,Development,Medium,Digital EVM
620,TCP,SCO-WebServer-Manager,Web,Medium,SCO WebServer Manager
621,TCP,ESCP,Infrastructure,Low,ESCP
622,TCP,Collaborator,C2,High,Collaborator
623,TCP,Aux-Bus-Shunt,Infrastructure,Low,Aux Bus Shunt
624,TCP,Crypto-Admin,Infrastructure,Low,Crypto Admin
625,TCP,DEC-DLM,Infrastructure,Low,DEC DLM
626,TCP,ASIA,Infrastructure,Low,ASIA
627,TCP,PassGo-Tivoli,Infrastructure,Low,PassGo Tivoli
628,TCP,QMQP,Infrastructure,Low,QMQP
629,TCP,3Com-AMP3,Infrastructure,Low,3Com AMP3
630,TCP,RDA,Infrastructure,Low,RDA
631,TCP,IPP,Infrastructure,Low,IPP (Internet Printing Protocol)
632,TCP,bmpp,Infrastructure,Low,bmpp
633,TCP,Service-Status-update,Infrastructure,Low,Service Status update (Sterling Software)
634,TCP,ginad,Infrastructure,Low,ginad
635,TCP,RLZ-DBase,Infrastructure,Low,RLZ DBase
636,TCP,LDAPS,Auth,Low,Secure LDAP
637,TCP,lanserver,Infrastructure,Low,lanserver
638,TCP,mcns-sec,Infrastructure,Low,mcns-sec
639,TCP,MSDP,Infrastructure,Low,MSDP
640,TCP,entrust-sps,Infrastructure,Low,entrust-sps
641,TCP,repcmd,Infrastructure,Low,repcmd
642,TCP,ESRO-EMSDP-V13,Infrastructure,Low,ESRO-EMSDP V1.3
643,TCP,SANity,Infrastructure,Low,SANity
644,TCP,dwr,Infrastructure,Low,dwr
645,TCP,PSSC,Infrastructure,Low,PSSC
646,TCP,LDP,Infrastructure,Low,LDP
647,TCP,DHCP-Failover,Infrastructure,Low,DHCP Failover
648,TCP,Registry-Registrar-Protocol,Infrastructure,Low,Registry Registrar Protocol (RRP)
649,TCP,Aminet,Infrastructure,Low,Aminet
650,TCP,OBEX,Infrastructure,Low,OBEX
651,TCP,IEEE-MMS,Infrastructure,Low,IEEE MMS
652,TCP,UDLRDTCP,Infrastructure,Low,UDLR_DTCP
653,TCP,RepCmd,Infrastructure,Low,RepCmd
654,TCP,AODV,Infrastructure,Low,AODV
655,TCP,TINC,Infrastructure,Low,TINC
656,TCP,SPMP,Infrastructure,Low,SPMP
657,TCP,RMC,Infrastructure,Low,RMC
658,TCP,TenFold,Infrastructure,Low,TenFold
659,TCP,URL-Rendezvous,Infrastructure,Low,URL Rendezvous
660,TCP,MacOS-Server-Admin,Infrastructure,Low,MacOS Server Admin
661,TCP,HAP,Infrastructure,Low,HAP
662,TCP,PFTP,FileTransfer,Medium,PFTP
663,TCP,PureNoise,Infrastructure,Low,PureNoise
664,TCP,Secure-Aux-Bus,Infrastructure,Low,Secure Aux Bus
665,TCP,Sun-DR,Infrastructure,Low,Sun DR
666,TCP,doom-Id-Software,Infrastructure,Low,doom Id Software
667,TCP,campaign-contribution-disclosures---SDR-Technologies,Infrastructure,Low,campaign contribution disclosures - SDR Technologies
668,TCP,MeComm,Infrastructure,Low,MeComm
669,TCP,MeRegister,Infrastructure,Low,MeRegister
670,TCP,VACDSM-SWS,Infrastructure,Low,VACDSM-SWS
671,TCP,VACDSM-APP,Infrastructure,Low,VACDSM-APP
672,TCP,VPPS-QUA,Infrastructure,Low,VPPS-QUA
673,TCP,CIMPLEX,Infrastructure,Low,CIMPLEX
674,TCP,ACAP,Infrastructure,Low,ACAP
675,TCP,DCTP,Infrastructure,Low,DCTP
676,TCP,VPPS-Via,Infrastructure,Low,VPPS Via
677,TCP,Virtual-Presence-Protocol,Infrastructure,Low,Virtual Presence Protocol
678,TCP,GNU-Gereration-Foundation-NCP,Infrastructure,Low,GNU Gereration Foundation NCP
679,TCP,MRM,Infrastructure,Low,MRM
680,TCP,entrust-aaas,Infrastructure,Low,entrust-aaas
681,TCP,entrust-aams,Infrastructure,Low,entrust-aams
682,TCP,XFR,Infrastructure,Low,XFR
683,TCP,CORBA-IIOP,Infrastructure,Low,CORBA IIOP
684,TCP,CORBA-IIOP-SSL,Infrastructure,Low,CORBA IIOP SSL
685,TCP,MDC-Port-Mapper,Infrastructure,Low,MDC Port Mapper
686,TCP,Hardware-Control-Protocol-Wismar,Infrastructure,Low,Hardware Control Protocol Wismar
687,TCP,asipregistry,Infrastructure,Low,asipregistry
688,TCP,REALM-RUSD,Infrastructure,Low,REALM-RUSD
689,TCP,NMAP,Infrastructure,Low,NMAP
690,TCP,VATP,Infrastructure,Low,VATP
691,TCP,MS-Exchange-Routing,Infrastructure,Low,MS Exchange Routing
692,TCP,Hyperwave-ISP,Infrastructure,Low,Hyperwave-ISP
693,TCP,connendp,Infrastructure,Low,connendp
694,TCP,ha-cluster,Infrastructure,Low,ha-cluster
695,TCP,IEEE-MMS-SSL,Infrastructure,Low,IEEE-MMS-SSL
696,TCP,RUSHD,Infrastructure,Low,RUSHD
697,TCP,UUIDGEN,Infrastructure,Low,UUIDGEN
698,TCP,OLSR,Infrastructure,Low,OLSR
704,TCP,errlog-copy-server-daemon,Infrastructure,Low,errlog copy/server daemon
705,TCP,AgentX,Infrastructure,Low,AgentX
706,TCP,SILC,Infrastructure,Low,SILC
707,TCP,W32Nachi-Worm-Borland-DSJ,Infrastructure,Low,W32.Nachi Worm / Borland DSJ
709,TCP,Entrust-Key-Management-Service-Handler,Infrastructure,Low,Entrust Key Management Service Handler
710,TCP,Entrust-Administration-Service-Handler,Infrastructure,Low,Entrust Administration Service Handler
711,TCP,Cisco-TDP,Infrastructure,Low,Cisco TDP
729,TCP,IBM-NetView-DM-6000-Server-Client,Infrastructure,Low,IBM NetView DM/6000 Server/Client
730,TCP,IBM-NetView-DM-6000-send-tcp,Infrastructure,Low,IBM NetView DM/6000 send/tcp
731,TCP,IBM-NetView-DM-6000-receive-tcp,Infrastructure,Low,IBM NetView DM/6000 receive/tcp
740,TCP,NETscout-Control-Protocol,Infrastructure,Low,(old) NETscout Control Protocol (old)
741,TCP,netGW,Infrastructure,Low,netGW
742,TCP,Network-based-Rev-Cont-Sys,Infrastructure,Low,Network based Rev. Cont. Sys.
744,TCP,Flexible-License-Manager,Infrastructure,Low,Flexible License Manager
747,TCP,Fujitsu-Device-Control,Infrastructure,Low,Fujitsu Device Control
748,TCP,Russell-Info-Sci-Calendar-Manager,Infrastructure,Low,Russell Info Sci Calendar Manager
749,TCP,kerberos-administration,Infrastructure,Low,kerberos administration
750,TCP,rfile,Infrastructure,Low,rfile
751,TCP,pump,Infrastructure,Low,pump
752,TCP,Kerberos-password-server,Infrastructure,Low,Kerberos password server
753,TCP,Kerberos-userreg-server,Infrastructure,Low,Kerberos userreg server
754,TCP,send,Infrastructure,Low,send
758,TCP,nlogin,Infrastructure,Low,nlogin
759,TCP,con,Infrastructure,Low,con
760,TCP,kreg-kerberos-4-registration,Infrastructure,Low,"kreg, kerberos/4 registration"
761,TCP,kpwd-Kerberos-4-password,Infrastructure,Low,"kpwd, Kerberos/4 password"
762,TCP,quotad,Infrastructure,Low,quotad
763,TCP,cycleserv,Infrastructure,Low,cycleserv
764,TCP,omserv,Infrastructure,Low,omserv
765,TCP,webster,Web,Medium,webster
767,TCP,phone,Infrastructure,Low,phone
769,TCP,vid,Infrastructure,Low,vid
770,TCP,cadlock,Infrastructure,Low,cadlock
771,TCP,rtip,Infrastructure,Low,rtip
772,TCP,cycleserv2,Infrastructure,Low,cycleserv2
773,TCP,submit,Infrastructure,Low,submit
774,TCP,rpasswd,Infrastructure,Low,rpasswd
775,TCP,entomb,Infrastructure,Low,entomb
776,TCP,wpages,Infrastructure,Low,wpages
777,TCP,Multiling-HTTP,Web,Medium,Multiling HTTP
780,TCP,wpgs,Infrastructure,Low,wpgs
781,TCP,HP-performance-data-collector,C2,High,HP performance data collector
782,TCP,node-HP-performance-data-managed-node,Infrastructure,Low,node HP performance data managed node
783,TCP,HP-performance-data-alarm-manager,Infrastructure,Low,HP performance data alarm manager
786,TCP,Concert,Infrastructure,Low,Concert
787,TCP,QSC,Infrastructure,Low,QSC
799,TCP,ControlIT-Remotely-Possible,Infrastructure,Low,ControlIT / Remotely Possible
800,TCP,mdbsdaemon-Remotely-Possible,Infrastructure,Low,mdbs_daemon / Remotely Possible
801,TCP,device,Infrastructure,Low,device
808,TCP,CCProxy,Web,Medium,CCProxy
810,TCP,FCP,Infrastructure,Low,FCP
828,TCP,itm-mcell-s,Infrastructure,Low,itm-mcell-s
829,TCP,PKIX-3-CA-RA,Infrastructure,Low,PKIX-3 CA/RA
871,TCP,SUP-server,Infrastructure,Low,SUP server
873,TCP,rsync,FileTransfer,High,Remote file sync
886,TCP,ICL-coNETion-locate-server,Infrastructure,Low,ICL coNETion locate server
887,TCP,ICL-coNETion-server-info,Infrastructure,Low,ICL coNETion server info
888,TCP,CD-Database-Protocol,Database,Medium,CD Database Protocol
900,TCP,Check-Point-Firewall-1-HTTP-administration-OMG-Initial-Refs,Web,Medium,Check Point Firewall-1 HTTP administration / OMG Initial Refs
901,TCP,Samba-Web-Administration-Tool-Realsecure-SMPNAMERES-NetDevil,Web,Medium,Samba Web Administration Tool / Realsecure / SMPNAMERES/ NetDevil trojan
902,TCP,VMware-ESXi,Hypervisor,High,ESXi management
903,TCP,VMware-ESXi,Hypervisor,High,ESXi console
911,TCP,xact-backup,Infrastructure,Low,xact-backup
912,TCP,VMware-Authentication-Daemon,Hypervisor,High,VMware Authentication Daemon
989,TCP,FTPS-Data,FileTransfer,Low,Secure FTP data
990,TCP,FTPS,FileTransfer,Low,Secure FTP control
991,TCP,Netnews-Administration-System,Infrastructure,Low,Netnews Administration System
992,TCP,Telnet-protocol-over-TLS-SSL,RemoteAccess,High,Telnet protocol over TLS/SSL
993,TCP,IMAPS,Email,Low,Secure IMAP
994,TCP,IRC-protocol-over-TLS-SSL,C2,High,IRC protocol over TLS/SSL
995,TCP,POP3S,Email,Low,Secure POP3
996,TCP,vsinet,Infrastructure,Low,vsinet
997,TCP,maitrd,Infrastructure,Low,maitrd
998,TCP,busboy,Infrastructure,Low,busboy
999,TCP,puprouter,Infrastructure,Low,puprouter
1000,TCP,cadlock,Infrastructure,Low,cadlock
1002,TCP,Microsoft-Site-Server-Internet-Locator-Service,Windows,High,Microsoft Site Server Internet Locator Service (Netmeeting/ICF)
1008,TCP,UFS-aware-server,Infrastructure,Low,UFS-aware server
1010,TCP,surf,Infrastructure,Low,surf
1011,TCP,Doly,Infrastructure,Low,Doly (Windows Trojan)
1015,TCP,Doly,Infrastructure,Low,Doly (Windows Trojan)
1023,TCP,Reserved,Infrastructure,Low,Reserved
1024,TCP,Reserved,Infrastructure,Medium,Reserved
1025,TCP,MSTASK-network-blackjack,Infrastructure,Medium,MSTASK / network blackjack
1026,TCP,MSTASK-Remote-Login-Network-Terminal,Infrastructure,Medium,MSTASK / Remote Login Network Terminal
1030,TCP,BBN-IAD,Infrastructure,Medium,BBN IAD
1031,TCP,InetInfo-BBN-IAD,Infrastructure,Medium,InetInfo / BBN IAD
1032,TCP,BBN-IAD,Infrastructure,Medium,BBN IAD
1042,TCP,W32MydoomL-virus,Infrastructure,Medium,W32.Mydoom.L virus
1047,TCP,Suns-NEO-Object-Request-Broker,Infrastructure,Medium,Sun's NEO Object Request Broker
1048,TCP,Suns-NEO-Object-Request-Broker,Infrastructure,Medium,Sun's NEO Object Request Broker
1049,TCP,Tobit-David-Postman-VPMN,Infrastructure,Medium,Tobit David Postman VPMN
1050,TCP,CORBA-Management-Agent,Infrastructure,Medium,CORBA Management Agent
1051,TCP,Optima-VNET,Infrastructure,Medium,Optima VNET
1052,TCP,Dynamic-DNS-Tools,Infrastructure,Medium,Dynamic DNS Tools
1053,TCP,Remote-Assistant,Infrastructure,Medium,Remote Assistant (RA)
1054,TCP,BRVREAD,Infrastructure,Medium,BRVREAD
1055,TCP,ANSYS---License-Manager,Infrastructure,Medium,ANSYS - License Manager
1056,TCP,VFO,Infrastructure,Medium,VFO
1057,TCP,STARTRON,Infrastructure,Medium,STARTRON
1058,TCP,nim,Infrastructure,Medium,nim
1059,TCP,nimreg,Infrastructure,Medium,nimreg
1060,TCP,POLESTAR,Infrastructure,Medium,POLESTAR
1061,TCP,KIOSK,Infrastructure,Medium,KIOSK
1062,TCP,Veracity,Infrastructure,Medium,Veracity
1063,TCP,KyoceraNetDev,Infrastructure,Medium,KyoceraNetDev
1064,TCP,JSTEL,Infrastructure,Medium,JSTEL
1065,TCP,SYSCOMLAN,Infrastructure,Medium,SYSCOMLAN
1066,TCP,FPO-FNS,Infrastructure,Medium,FPO-FNS
1067,TCP,Installation-Bootstrap-Proto-Serv,Infrastructure,Medium,Installation Bootstrap Proto. Serv.
1068,TCP,Installation-Bootstrap-Proto-Cli,Infrastructure,Medium,Installation Bootstrap Proto. Cli.
1069,TCP,COGNEX-INSIGHT,Infrastructure,Medium,COGNEX-INSIGHT
1070,TCP,GMRUpdateSERV,Infrastructure,Medium,GMRUpdateSERV
1071,TCP,BSQUARE-VOIP,Infrastructure,Medium,BSQUARE-VOIP
1072,TCP,CARDAX,Infrastructure,Medium,CARDAX
1073,TCP,BridgeControl,Infrastructure,Medium,BridgeControl
1074,TCP,FASTechnologies-License-Manager,Infrastructure,Medium,FASTechnologies License Manager
1075,TCP,RDRMSHC,Infrastructure,Medium,RDRMSHC
1076,TCP,DAB-STI-C,Infrastructure,Medium,DAB STI-C
1077,TCP,IMGames,Infrastructure,Medium,IMGames
1078,TCP,eManageCstp,Infrastructure,Medium,eManageCstp
1079,TCP,ASPROVATalk,Infrastructure,Medium,ASPROVATalk
1080,TCP,SOCKS-Proxy,C2,High,Proxy used for tunneling/C2
1081,TCP,PVUNIWIEN,Infrastructure,Medium,PVUNIWIEN
1082,TCP,AMT-ESD-PROT,Infrastructure,Medium,AMT-ESD-PROT
1083,TCP,Anasoft-License-Manager,Infrastructure,Medium,Anasoft License Manager
1084,TCP,Anasoft-License-Manager,Infrastructure,Medium,Anasoft License Manager
1085,TCP,Web-Objects,Web,Medium,Web Objects
1086,TCP,CPL-Scrambler-Logging,Infrastructure,Medium,CPL Scrambler Logging
1087,TCP,CPL-Scrambler-Internal,Infrastructure,Medium,CPL Scrambler Internal
1088,TCP,CPL-Scrambler-Alarm-Log,Infrastructure,Medium,CPL Scrambler Alarm Log
1089,TCP,FF-Annunciation,Infrastructure,Medium,FF Annunciation
1090,TCP,FF-Fieldbus-Message-Specification,Infrastructure,Medium,FF Fieldbus Message Specification
1091,TCP,FF-System-Management,Infrastructure,Medium,FF System Management
1092,TCP,OBRPD,Infrastructure,Medium,OBRPD
1093,TCP,PROOFD,Infrastructure,Medium,PROOFD
1094,TCP,ROOTD,Infrastructure,Medium,ROOTD
1095,TCP,NICELink,Infrastructure,Medium,NICELink
1096,TCP,Common-Name-Resolution-Protocol,Infrastructure,Medium,Common Name Resolution Protocol
